raw_city,raw_state,standardized_city,standardized_state,match_method
aurora do iguacu,PR,São Miguel do Iguaçu,PR,distrito
balsa nova,PR,Balsa Nova,PR,municipio
bandeirantes,PR,Bandeirantes,PR,municipio
barbosa ferraz,PR,Barbosa Ferraz,PR,municipio
barra do jacare,PR,Barra do Jacaré,PR,municipio
barra do jacaré,PR,Barra do Jacaré,PR,municipio
barracao,PR,Barracão,PR,municipio
barracão,PR,Barracão,PR,municipio
bela vista da caroba,PR,Bela Vista da Caroba,PR,municipio
bela vista do paraiso,PR,Bela Vista do Paraíso,PR,municipio
bela vista do paraíso,PR,Bela Vista do Paraíso,PR,municipio
bentopolis,PR,Guaraci,PR,distrito
bituruna,PR,Bituruna,PR,municipio
boa esperanca,PR,Boa Esperança,PR,municipio
boa esperanca do iguacu,PR,Boa Esperança do Iguaçu,PR,municipio
boa esperança,PR,Boa Esperança,PR,municipio
boa esperança do iguaçu,PR,Boa Esperança do Iguaçu,PR,municipio
boa ventura de sao roque,PR,Boa Ventura de São Roque,PR,municipio
boa ventura de são roque,PR,Boa Ventura de São Roque,PR,municipio
boa vista da aparecida,PR,Boa Vista da Aparecida,PR,municipio
bocaiuva do sul,PR,Bocaiúva do Sul,PR,municipio
bocaiúva do sul,PR,Bocaiúva do Sul,PR,municipio
bom jardim do sul,PR,Ivaí,PR,distrito
bom jesus do sul,PR,Bom Jesus do Sul,PR,municipio
bom sucesso,PR,Bom Sucesso,PR,municipio
bom sucesso do sul,PR,Bom Sucesso do Sul,PR,municipio
borda do campo,PR,Quatro Barras,PR,distrito
borrazopolis,PR,Borrazópolis,PR,municipio
borrazópolis,PR,Borrazópolis,PR,municipio
braganey,PR,Braganey,PR,municipio
bragantina,PR,Assis Chateaubriand,PR,distrito
brasilandia do sul,PR,Brasilândia do Sul,PR,municipio
brasilândia do sul,PR,Brasilândia do Sul,PR,municipio
bugre,PR,Balsa Nova,PR,distrito
caetano mendes,PR,Tibagi,PR,distrito
cafeara,PR,Cafeara,PR,municipio
cafelandia,PR,Cafelândia,PR,municipio
cafelândia,PR,Cafelândia,PR,municipio
cafezal do sul,PR,Cafezal do Sul,PR,municipio
california,PR,Califórnia,PR,municipio
califórnia,PR,Califórnia,PR,municipio
cambara,PR,Cambará,PR,municipio
cambará,PR,Cambará,PR,municipio
cambe,PR,Cambé,PR,municipio
cambira,PR,Cambira,PR,municipio
cambé,PR,Cambé,PR,municipio
campina da lagoa,PR,Campina da Lagoa,PR,municipio
campina do simao,PR,Campina do Simão,PR,municipio
campina do simão,PR,Campina do Simão,PR,municipio
campina grande do sul,PR,Campina Grande do Sul,PR,municipio
campo bonito,PR,Campo Bonito,PR,municipio
campo do tenente,PR,Campo do Tenente,PR,municipio
campo largo,PR,Campo Largo,PR,municipio
campo magro,PR,Campo Magro,PR,municipio
campo mourao,PR,Campo Mourão,PR,municipio
campo mourão,PR,Campo Mourão,PR,municipio
candido de abreu,PR,Cândido de Abreu,PR,municipio
candoi,PR,Candói,PR,municipio
candói,PR,Candói,PR,municipio
cantagalo,PR,Cantagalo,PR,municipio
capanema,PR,Capanema,PR,municipio
capitao leonidas marques,PR,Capitão Leônidas Marques,PR,municipio
capitão leônidas marques,PR,Capitão Leônidas Marques,PR,municipio
carambei,PR,Carambeí,PR,municipio
carambeí,PR,Carambeí,PR,municipio
carlopolis,PR,Carlópolis,PR,municipio
carlópolis,PR,Carlópolis,PR,municipio
cascavael,PR,Cascavel,PR,fuzzy
cascavel,PR,Cascavel,PR,municipio
castro,PR,Castro,PR,municipio
catanduvas,PR,Catanduvas,PR,municipio
centenario do sul,PR,Centenário do Sul,PR,municipio
centenário do sul,PR,Centenário do Sul,PR,municipio
cerro azul,PR,Cerro Azul,PR,municipio
ceu azul,PR,Céu Azul,PR,municipio
chopinzinho,PR,Chopinzinho,PR,municipio
cianorte,PR,Cianorte,PR,municipio
cidade gaucha,PR,Cidade Gaúcha,PR,municipio
cidade gaúcha,PR,Cidade Gaúcha,PR,municipio
clevelandia,PR,Clevelândia,PR,municipio
clevelândia,PR,Clevelândia,PR,municipio
colombo,PR,Colombo,PR,municipio
colonia castrolanda,PR,Castro,PR,viacep
colonia jordaozinho,PR,Guarapuava,PR,viacep
colonia vitoria,PR,Guarapuava,PR,viacep
colorado,PR,Colorado,PR,municipio
colônia vitória,PR,Guarapuava,PR,viacep
congonhas,PR,Cornélio Procópio,PR,distrito
congonhinhas,PR,Congonhinhas,PR,municipio
conselheiro mairinck,PR,Conselheiro Mairinck,PR,municipio
contenda,PR,Contenda,PR,municipio
corbelia,PR,Corbélia,PR,municipio
corbélia,PR,Corbélia,PR,municipio
cornelio procopio,PR,Cornélio Procópio,PR,municipio
cornélio procópio,PR,Cornélio Procópio,PR,municipio
coronel domingos soares,PR,Coronel Domingos Soares,PR,municipio
coronel vivida,PR,Coronel Vivida,PR,municipio
corumbatai do sul,PR,Corumbataí do Sul,PR,municipio
cruz machado,PR,Cruz Machado,PR,municipio
cruzeiro do iguacu,PR,Cruzeiro do Iguaçu,PR,municipio
cruzeiro do iguaçu,PR,Cruzeiro do Iguaçu,PR,municipio
cruzeiro do norte,PR,Uraí,PR,distrito
cruzeiro do oeste,PR,Cruzeiro do Oeste,PR,municipio
cruzeiro do sul,PR,Cruzeiro do Sul,PR,municipio
cruzmaltina,PR,Cruzmaltina,PR,municipio
curitiba,PR,Curitiba,PR,municipio
curiuva,PR,Curiúva,PR,municipio
curiúva,PR,Curiúva,PR,municipio
cândido de abreu,PR,Cândido de Abreu,PR,municipio
céu azul,PR,Céu Azul,PR,municipio
dez de maio,PR,Toledo,PR,distrito
diamante d  oeste,PR,Diamante D'Oeste,PR,fuzzy
diamante d'oeste,PR,Diamante D'Oeste,PR,municipio
diamante do norte,PR,Diamante do Norte,PR,municipio
diamante do sul,PR,Diamante do Sul,PR,municipio
doce grande,PR,Quitandinha,PR,distrito
dois irmãos,PR,São João,PR,distrito
dois vizinhos,PR,Dois Vizinhos,PR,municipio
douradina,PR,Douradina,PR,municipio
doutor camargo,PR,Doutor Camargo,PR,municipio
doutor oliveira castro,PR,Guaíra,PR,distrito
doutor ulysses,PR,Doutor Ulysses,PR,municipio
encantado d'oeste,PR,Assis Chateaubriand,PR,distrito
eneas marques,PR,Enéas Marques,PR,municipio
engenheiro beltrao,PR,Engenheiro Beltrão,PR,municipio
engenheiro beltrão,PR,Engenheiro Beltrão,PR,municipio
entre rios do oeste,PR,Entre Rios do Oeste,PR,municipio
enéas marques,PR,Enéas Marques,PR,municipio
esperanca nova,PR,Esperança Nova,PR,municipio
espigao alto do iguacu,PR,Espigão Alto do Iguaçu,PR,municipio
espigão alto do iguaçu,PR,Espigão Alto do Iguaçu,PR,municipio
farol,PR,Farol,PR,municipio
faxinal,PR,Faxinal,PR,municipio
fazenda rio grande,PR,Fazenda Rio Grande,PR,municipio
fenix,PR,Fênix,PR,municipio
fernandes pinheiro,PR,Fernandes Pinheiro,PR,municipio
figueira,PR,Figueira,PR,municipio
flor da serra do sul,PR,Flor da Serra do Sul,PR,municipio
florai,PR,Floraí,PR,municipio
floraí,PR,Floraí,PR,municipio
floresta,PR,Floresta,PR,municipio
florestopolis,PR,Florestópolis,PR,municipio
florestópolis,PR,Florestópolis,PR,municipio
florida,PR,Flórida,PR,municipio
flôr da serra do sul,PR,Flor da Serra do Sul,PR,municipio
formosa do oeste,PR,Formosa do Oeste,PR,municipio
foz do iguacu,PR,Foz do Iguaçu,PR,municipio
foz do iguaçu,PR,Foz do Iguaçu,PR,municipio
foz do jordao,PR,Foz do Jordão,PR,municipio
foz do jordão,PR,Foz do Jordão,PR,municipio
francisco alves,PR,Francisco Alves,PR,municipio
francisco beltrao,PR,Francisco Beltrão,PR,municipio
francisco beltrão,PR,Francisco Beltrão,PR,municipio
fênix,PR,Fênix,PR,municipio
general carneiro,PR,General Carneiro,PR,municipio
godoy moreira,PR,Godoy Moreira,PR,municipio
goioere,PR,Goioerê,PR,municipio
goioerê,PR,Goioerê,PR,municipio
goioxim,PR,Goioxim,PR,municipio
graciosa,PR,Paranavaí,PR,distrito
grandes rios,PR,Grandes Rios,PR,municipio
guaipora,PR,Cafezal do Sul,PR,distrito
guaira,PR,Guaíra,PR,municipio
guairaca,PR,Guairaçá,PR,municipio
guairaçá,PR,Guairaçá,PR,municipio
guamiranga,PR,Guamiranga,PR,municipio
guapirama,PR,Guapirama,PR,municipio
guaporema,PR,Guaporema,PR,municipio
guaraci,PR,Guaraci,PR,municipio
guaraniacu,PR,Guaraniaçu,PR,municipio
guaraniaçu,PR,Guaraniaçu,PR,municipio
guarapuava,PR,Guarapuava,PR,municipio
guaraquecaba,PR,Guaraqueçaba,PR,municipio
guaraqueçaba,PR,Guaraqueçaba,PR,municipio
guaratuba,PR,Guaratuba,PR,municipio
guaíra,PR,Guaíra,PR,municipio
harmonia,PR,Telêmaco Borba,PR,viacep
honorio serpa,PR,Honório Serpa,PR,municipio
honório serpa,PR,Honório Serpa,PR,municipio
ibaiti,PR,Ibaiti,PR,municipio
ibema,PR,Ibema,PR,municipio
ibipora,PR,Ibiporã,PR,municipio
ibiporã,PR,Ibiporã,PR,municipio
icara,PR,Astorga,PR,distrito
icaraima,PR,Icaraíma,PR,municipio
icaraíma,PR,Icaraíma,PR,municipio
iguaracu,PR,Iguaraçu,PR,municipio
iguaraçu,PR,Iguaraçu,PR,municipio
iguatu,PR,Iguatu,PR,municipio
ilha dos valadares,PR,Paranaguá,PR,viacep
imbau,PR,Imbaú,PR,municipio
imbaú,PR,Imbaú,PR,municipio
imbituva,PR,Imbituva,PR,municipio
inacio martins,PR,Inácio Martins,PR,municipio
inaja,PR,Inajá,PR,municipio
inajá,PR,Inajá,PR,municipio
indianopolis,PR,Indianópolis,PR,municipio
inácio martins,PR,Inácio Martins,PR,municipio
ipiranga,PR,Ipiranga,PR,municipio
ipora,PR,Iporã,PR,municipio
iporã,PR,Iporã,PR,municipio
iracema do oeste,PR,Iracema do Oeste,PR,municipio
irati,PR,Irati,PR,municipio
iretama,PR,Iretama,PR,municipio
itaguaje,PR,Itaguajé,PR,municipio
itaguajé,PR,Itaguajé,PR,municipio
itaipulandia,PR,Itaipulândia,PR,municipio
itaipulândia,PR,Itaipulândia,PR,municipio
itambaraca,PR,Itambaracá,PR,municipio
itambaracá,PR,Itambaracá,PR,municipio
itambe,PR,Itambé,PR,municipio
itambé,PR,Itambé,PR,municipio
itapejara d  oeste,PR,Itapejara d'Oeste,PR,fuzzy
itapejara d'oeste,PR,Itapejara d'Oeste,PR,municipio
itaperucu,PR,Itaperuçu,PR,municipio
itaperuçu,PR,Itaperuçu,PR,municipio
itauna do sul,PR,Itaúna do Sul,PR,municipio
itaúna do sul,PR,Itaúna do Sul,PR,municipio
ivai,PR,Ivaí,PR,municipio
ivailandia,PR,Engenheiro Beltrão,PR,distrito
ivaipora,PR,Ivaiporã,PR,municipio
ivaiporã,PR,Ivaiporã,PR,municipio
ivate,PR,Ivaté,PR,municipio
ivatuba,PR,Ivatuba,PR,municipio
ivaté,PR,Ivaté,PR,municipio
ivaí,PR,Ivaí,PR,municipio
jaboti,PR,Jaboti,PR,municipio
jacarezinho,PR,Jacarezinho,PR,municipio
jaguapita,PR,Jaguapitã,PR,municipio
jaguapitã,PR,Jaguapitã,PR,municipio
jaguariaiva,PR,Jaguariaíva,PR,municipio
jaguariaíva,PR,Jaguariaíva,PR,municipio
jandaia do sul,PR,Jandaia do Sul,PR,municipio
jangada,PR,Cafezal do Sul,PR,distrito
janiopolis,PR,Janiópolis,PR,municipio
janiópolis,PR,Janiópolis,PR,municipio
japira,PR,Japira,PR,municipio
japura,PR,Japurá,PR,municipio
japurá,PR,Japurá,PR,municipio
jardim alegre,PR,Jardim Alegre,PR,municipio
jardim olinda,PR,Jardim Olinda,PR,municipio
jataizinho,PR,Jataizinho,PR,municipio
jesuitas,PR,Jesuítas,PR,municipio
jesuítas,PR,Jesuítas,PR,municipio
joaquim tavora,PR,Joaquim Távora,PR,municipio
joaquim távora,PR,Joaquim Távora,PR,municipio
jundiai do sul,PR,Jundiaí do Sul,PR,municipio
jundiaí do sul,PR,Jundiaí do Sul,PR,municipio
juranda,PR,Juranda,PR,municipio
jussara,PR,Jussara,PR,municipio
kalore,PR,Kaloré,PR,municipio
kaloré,PR,Kaloré,PR,municipio
lapa,PR,Lapa,PR,municipio
laranjal,PR,Laranjal,PR,municipio
laranjeiras do sul,PR,Laranjeiras do Sul,PR,municipio
leopolis,PR,Leópolis,PR,municipio
leópolis,PR,Leópolis,PR,municipio
lidianopolis,PR,Lidianópolis,PR,municipio
lindoeste,PR,Lindoeste,PR,municipio
loanda,PR,Loanda,PR,municipio
lobato,PR,Lobato,PR,municipio
londrina,PR,Londrina,PR,municipio
luar,PR,São João do Ivaí,PR,distrito
luiziana,PR,Luiziana,PR,municipio
lunardelli,PR,Lunardelli,PR,municipio
lupionopolis,PR,Lupionópolis,PR,municipio
lupionópolis,PR,Lupionópolis,PR,municipio
mallet,PR,Mallet,PR,municipio
mambore,PR,Mamborê,PR,municipio
mamborê,PR,Mamborê,PR,municipio
mandaguacu,PR,Mandaguaçu,PR,municipio
mandaguari,PR,Mandaguari,PR,municipio
mandaguaçu,PR,Mandaguaçu,PR,municipio
mandirituba,PR,Mandirituba,PR,municipio
manfrinopolis,PR,Manfrinópolis,PR,municipio
mangueirinha,PR,Mangueirinha,PR,municipio
manoel ribas,PR,Manoel Ribas,PR,municipio
marechal candido rondon,PR,Marechal Cândido Rondon,PR,municipio
marechal cândido rondon,PR,Marechal Cândido Rondon,PR,municipio
maria helena,PR,Maria Helena,PR,municipio
marialva,PR,Marialva,PR,municipio
mariental,PR,Lapa,PR,distrito
marilandia do sul,PR,Marilândia do Sul,PR,municipio
marilena,PR,Marilena,PR,municipio
mariluz,PR,Mariluz,PR,municipio
marilândia do sul,PR,Marilândia do Sul,PR,municipio
maringa,PR,Maringá,PR,municipio
maringá,PR,Maringá,PR,municipio
mariopolis,PR,Mariópolis,PR,municipio
maripa,PR,Maripá,PR,municipio
maripá,PR,Maripá,PR,municipio
mariópolis,PR,Mariópolis,PR,municipio
marmeleiro,PR,Marmeleiro,PR,municipio
marquinho,PR,Marquinho,PR,municipio
marumbi,PR,Marumbi,PR,municipio
matelandia,PR,Matelândia,PR,municipio
matelândia,PR,Matelândia,PR,municipio
matinhos,PR,Matinhos,PR,municipio
mato rico,PR,Mato Rico,PR,municipio
maua da serra,PR,Mauá da Serra,PR,municipio
mauá da serra,PR,Mauá da Serra,PR,municipio
medianeira,PR,Medianeira,PR,municipio
mercedes,PR,Mercedes,PR,municipio
mirador,PR,Mirador,PR,municipio
miraselva,PR,Miraselva,PR,municipio
missal,PR,Missal,PR,municipio
moreira sales,PR,Moreira Sales,PR,municipio
morretes,PR,Morretes,PR,municipio
munhoz de melo,PR,Munhoz de Melo,PR,municipio
nossa senhora das gracas,PR,Nossa Senhora das Graças,PR,municipio
nossa senhora das graças,PR,Nossa Senhora das Graças,PR,municipio
nova alianca do ivai,PR,Nova Aliança do Ivaí,PR,municipio
nova aliança do ivaí,PR,Nova Aliança do Ivaí,PR,municipio
nova america da colina,PR,Nova América da Colina,PR,municipio
nova américa da colina,PR,Nova América da Colina,PR,municipio
nova aurora,PR,Nova Aurora,PR,municipio
nova cantu,PR,Nova Cantu,PR,municipio
nova esperanca,PR,Nova Esperança,PR,municipio
nova esperanca do sudoeste,PR,Nova Esperança do Sudoeste,PR,municipio
nova esperança,PR,Nova Esperança,PR,municipio
nova esperança do sudoeste,PR,Nova Esperança do Sudoeste,PR,municipio
nova fatima,PR,Nova Fátima,PR,municipio
nova fátima,PR,Nova Fátima,PR,municipio
nova laranjeiras,PR,Nova Laranjeiras,PR,municipio
nova londrina,PR,Nova Londrina,PR,municipio
nova olimpia,PR,Nova Olímpia,PR,municipio
nova olímpia,PR,Nova Olímpia,PR,municipio
nova prata do iguacu,PR,Nova Prata do Iguaçu,PR,municipio
nova prata do iguaçu,PR,Nova Prata do Iguaçu,PR,municipio
nova santa barbara,PR,Nova Santa Bárbara,PR,municipio
nova santa bárbara,PR,Nova Santa Bárbara,PR,municipio
nova santa rosa,PR,Nova Santa Rosa,PR,municipio
nova tebas,PR,Nova Tebas,PR,municipio
novo itacolomi,PR,Novo Itacolomi,PR,municipio
novo sarandi,PR,Toledo,PR,distrito
novo sobradinho,PR,Toledo,PR,distrito
ortigueira,PR,Ortigueira,PR,municipio
ourizona,PR,Ourizona,PR,municipio
ouro verde do oeste,PR,Ouro Verde do Oeste,PR,municipio
ouro verde do piquiri,PR,Corbélia,PR,distrito
paicandu,PR,Paiçandu,PR,municipio
paincandu,PR,Paiçandu,PR,fuzzy
paiquere,PR,Londrina,PR,distrito
paiçandu,PR,Paiçandu,PR,municipio
palmas,PR,Palmas,PR,municipio
palmeira,PR,Palmeira,PR,municipio
palmeirinha,PR,Guarapuava,PR,distrito
palmital,PR,Palmital,PR,municipio
palotina,PR,Palotina,PR,municipio
panema,PR,Capanema,PR,fuzzy
paraiso do norte,PR,Paraíso do Norte,PR,municipio
parana,PR,Maringá,PR,viacep
paranacity,PR,Paranacity,PR,municipio
paranagua,PR,Paranaguá,PR,municipio
paranaguá,PR,Paranaguá,PR,municipio
paranapoema,PR,Paranapoema,PR,municipio
paranavai,PR,Paranavaí,PR,municipio
paranavaí,PR,Paranavaí,PR,municipio
paraná d'oeste,PR,Moreira Sales,PR,distrito
paraíso do norte,PR,Paraíso do Norte,PR,municipio
pato bragado,PR,Pato Bragado,PR,municipio
pato branco,PR,Pato Branco,PR,municipio
paula freitas,PR,Paula Freitas,PR,municipio
paulo frontin,PR,Paulo Frontin,PR,municipio
peabiru,PR,Peabiru,PR,municipio
perobal,PR,Perobal,PR,municipio
perola,PR,Pérola,PR,municipio
perola d'oeste,PR,Pérola d'Oeste,PR,municipio
perola doeste,PR,Pérola d'Oeste,PR,fuzzy
perola independente,PR,Maripá,PR,distrito
pien,PR,Piên,PR,municipio
pinhais,PR,Pinhais,PR,municipio
pinhais/pr,PR,Pinhais,PR,viacep
pinhal de sao bento,PR,Pinhal de São Bento,PR,municipio
pinhalao,PR,Pinhalão,PR,municipio
pinhalão,PR,Pinhalão,PR,municipio
pinhao,PR,Pinhão,PR,municipio
pinhão,PR,Pinhão,PR,municipio
pirai do sul,PR,Piraí do Sul,PR,municipio
pirapo,PR,Apucarana,PR,distrito
piraquara,PR,Piraquara,PR,municipio
piraí do sul,PR,Piraí do Sul,PR,municipio
pitanga,PR,Pitanga,PR,municipio
pitangueiras,PR,Pitangueiras,PR,municipio
piên,PR,Piên,PR,municipio
planaltina do parana,PR,Planaltina do Paraná,PR,municipio
planaltina do paraná,PR,Planaltina do Paraná,PR,municipio
planalto,PR,Planalto,PR,municipio
ponta grossa,PR,Ponta Grossa,PR,municipio
pontal do parana,PR,Pontal do Paraná,PR,municipio
pontal do paraná,PR,Pontal do Paraná,PR,municipio
porecatu,PR,Porecatu,PR,municipio
porto amazonas,PR,Porto Amazonas,PR,municipio
porto barreiro,PR,Porto Barreiro,PR,municipio
porto de cima,PR,Morretes,PR,distrito
porto mendes,PR,Marechal Cândido Rondon,PR,distrito
porto rico,PR,Porto Rico,PR,municipio
porto sao jose,PR,São Pedro do Paraná,PR,distrito
porto vitoria,PR,Porto Vitória,PR,municipio
porto vitória,PR,Porto Vitória,PR,municipio
prado ferreira,PR,Prado Ferreira,PR,municipio
pranchita,PR,Pranchita,PR,municipio
presidente castelo branco,PR,Presidente Castelo Branco,PR,municipio
primeiro de maio,PR,Primeiro de Maio,PR,municipio
prudentopolis,PR,Prudentópolis,PR,municipio
prudentópolis,PR,Prudentópolis,PR,municipio
pulinopolis,PR,Mandaguaçu,PR,distrito
pérola,PR,Pérola,PR,municipio
pérola d'oeste,PR,Pérola d'Oeste,PR,municipio
quarto centenario,PR,Quarto Centenário,PR,municipio
quarto centenário,PR,Quarto Centenário,PR,municipio
quatigua,PR,Quatiguá,PR,municipio
quatiguá,PR,Quatiguá,PR,municipio
quatro barras,PR,Quatro Barras,PR,municipio
quatro pontes,PR,Quatro Pontes,PR,municipio
quedas do iguacu,PR,Quedas do Iguaçu,PR,municipio
quedas do iguaçu,PR,Quedas do Iguaçu,PR,municipio
querencia do norte,PR,Querência do Norte,PR,municipio
querência do norte,PR,Querência do Norte,PR,municipio
quinta do sol,PR,Quinta do Sol,PR,municipio
quitandinha,PR,Quitandinha,PR,municipio
ramilandia,PR,Ramilândia,PR,municipio
ramilândia,PR,Ramilândia,PR,municipio
rancho alegre,PR,Rancho Alegre,PR,municipio
rancho alegre d  oeste,PR,Rancho Alegre D'Oeste,PR,fuzzy
rancho alegre d'oeste,PR,Rancho Alegre D'Oeste,PR,municipio
realeza,PR,Realeza,PR,municipio
reboucas,PR,Rebouças,PR,municipio
rebouças,PR,Rebouças,PR,municipio
renascenca,PR,Renascença,PR,municipio
renascença,PR,Renascença,PR,municipio
reserva,PR,Reserva,PR,municipio
reserva do iguacu,PR,Reserva do Iguaçu,PR,municipio
reserva do iguaçu,PR,Reserva do Iguaçu,PR,municipio
ribeirao claro,PR,Ribeirão Claro,PR,municipio
ribeirao do pinhal,PR,Ribeirão do Pinhal,PR,municipio
ribeirão claro,PR,Ribeirão Claro,PR,municipio
ribeirão do pinhal,PR,Ribeirão do Pinhal,PR,municipio
rio azul,PR,Rio Azul,PR,municipio
rio bom,PR,Rio Bom,PR,municipio
rio bonito,PR,Francisco Alves,PR,distrito
rio bonito do iguacu,PR,Rio Bonito do Iguaçu,PR,municipio
rio bonito do iguaçu,PR,Rio Bonito do Iguaçu,PR,municipio
rio branco do ivai,PR,Rio Branco do Ivaí,PR,municipio
rio branco do ivaí,PR,Rio Branco do Ivaí,PR,municipio
rio branco do sul,PR,Rio Branco do Sul,PR,municipio
rio do salto,PR,Cascavel,PR,distrito
rio negro,PR,Rio Negro,PR,municipio
rio verde,PR,Juranda,PR,distrito
rolandia,PR,Rolândia,PR,municipio
rolândia,PR,Rolândia,PR,municipio
roncador,PR,Roncador,PR,municipio
rondon,PR,Rondon,PR,municipio
rosario do ivai,PR,Rosário do Ivaí,PR,municipio
rosário do ivaí,PR,Rosário do Ivaí,PR,municipio
sabaudia,PR,Sabáudia,PR,municipio
sabáudia,PR,Sabáudia,PR,municipio
salgado filho,PR,Salgado Filho,PR,municipio
salto do itarare,PR,Salto do Itararé,PR,municipio
salto do itararé,PR,Salto do Itararé,PR,municipio
salto do lontra,PR,Salto do Lontra,PR,municipio
santa amelia,PR,Santa Amélia,PR,municipio
santa amélia,PR,Santa Amélia,PR,municipio
santa cecilia do pavao,PR,Santa Cecília do Pavão,PR,municipio
santa cecília do pavão,PR,Santa Cecília do Pavão,PR,municipio
santa cruz de monte castelo,PR,Santa Cruz de Monte Castelo,PR,municipio
santa eliza,PR,Umuarama,PR,distrito
santa fe,PR,Santa Fé,PR,municipio
santa fé,PR,Santa Fé,PR,municipio
santa helena,PR,Santa Helena,PR,municipio
santa ines,PR,Santa Inês,PR,municipio
santa inês,PR,Santa Inês,PR,municipio
santa isabel do ivai,PR,Santa Isabel do Ivaí,PR,municipio
santa isabel do ivaí,PR,Santa Isabel do Ivaí,PR,municipio
santa izabel do oeste,PR,Santa Izabel do Oeste,PR,municipio
santa lucia,PR,Santa Lúcia,PR,municipio
santa lúcia,PR,Santa Lúcia,PR,municipio
santa margarida,PR,Bela Vista do Paraíso,PR,distrito
santa maria do oeste,PR,Santa Maria do Oeste,PR,municipio
santa mariana,PR,Santa Mariana,PR,municipio
santa monica,PR,Santa Mônica,PR,municipio
santa mônica,PR,Santa Mônica,PR,municipio
santa rita do oeste,PR,Santa Maria do Oeste,PR,fuzzy
santa tereza do oeste,PR,Santa Tereza do Oeste,PR,municipio
santa terezinha de itaipu,PR,Santa Terezinha de Itaipu,PR,municipio
santa zelia,PR,Astorga,PR,distrito
santana,PR,Cruz Machado,PR,distrito
santana do itarare,PR,Santana do Itararé,PR,municipio
santana do itararé,PR,Santana do Itararé,PR,municipio
santo antonio da platina,PR,Santo Antônio da Platina,PR,municipio
santo antonio do caiua,PR,Santo Antônio do Caiuá,PR,municipio
santo antonio do paraiso,PR,Santo Antônio do Paraíso,PR,municipio
santo antonio do sudoeste,PR,Santo Antônio do Sudoeste,PR,municipio
santo antônio da platina,PR,Santo Antônio da Platina,PR,municipio
santo antônio do caiuá,PR,Santo Antônio do Caiuá,PR,municipio
santo antônio do sudoeste,PR,Santo Antônio do Sudoeste,PR,municipio
santo inacio,PR,Santo Inácio,PR,municipio
santo inácio,PR,Santo Inácio,PR,municipio
sao  jose dos pinhais,PR,São José dos Pinhais,PR,municipio
sao carlos do ivai,PR,São Carlos do Ivaí,PR,municipio
sao clemente,PR,Santa Helena,PR,distrito
sao jeronimo da serra,PR,São Jerônimo da Serra,PR,municipio
sao joao,PR,São João,PR,municipio
sao joao do caiua,PR,São João do Caiuá,PR,municipio
sao joao do ivai,PR,São João do Ivaí,PR,municipio
sao joao do triunfo,PR,São João do Triunfo,PR,municipio
sao jorge d'oeste,PR,São Jorge d'Oeste,PR,municipio
sao jorge do ivai,PR,São Jorge do Ivaí,PR,municipio
sao jorge do oeste,PR,São Jorge d'Oeste,PR,fuzzy
sao jorge do patrocinio,PR,São Jorge do Patrocínio,PR,municipio
sao jorge doeste,PR,São Jorge d'Oeste,PR,fuzzy
sao jose da boa vista,PR,São José da Boa Vista,PR,municipio
sao jose das palmeiras,PR,São José das Palmeiras,PR,municipio
sao jose do itavo,PR,Itaipulândia,PR,distrito
sao jose do ivai,PR,Santa Isabel do Ivaí,PR,distrito
sao jose dos pinhais,PR,São José dos Pinhais,PR,municipio
sao jose dos pinhas,PR,São José dos Pinhais,PR,fuzzy
sao manoel do parana,PR,São Manoel do Paraná,PR,municipio
sao martinho,PR,Rolândia,PR,distrito
sao mateus do sul,PR,São Mateus do Sul,PR,municipio
sao miguel do cambui,PR,Marialva,PR,distrito
sao miguel do iguacu,PR,São Miguel do Iguaçu,PR,municipio
sao pedro do iguacu,PR,São Pedro do Iguaçu,PR,municipio
sao pedro do ivai,PR,São Pedro do Ivaí,PR,municipio
sao pedro do parana,PR,São Pedro do Paraná,PR,municipio
sao roque do chopim,PR,Pato Branco,PR,distrito
sao sebastiao da amoreira,PR,São Sebastião da Amoreira,PR,municipio
sao silvestre,PR,Campo Largo,PR,distrito
sao tome,PR,São Tomé,PR,municipio
sapopema,PR,Sapopema,PR,municipio
sarandi,PR,Sarandi,PR,municipio
saudade do iguacu,PR,Saudade do Iguaçu,PR,municipio
saudade do iguaçu,PR,Saudade do Iguaçu,PR,municipio
sede alvorada,PR,Cascavel,PR,distrito
senges,PR,Sengés,PR,municipio
sengés,PR,Sengés,PR,municipio
serra dos dourados,PR,Umuarama,PR,distrito
serranopolis do iguacu,PR,Serranópolis do Iguaçu,PR,municipio
serranópolis do iguaçu,PR,Serranópolis do Iguaçu,PR,municipio
sertaneja,PR,Sertaneja,PR,municipio
sertanopolis,PR,Sertanópolis,PR,municipio
sertanópolis,PR,Sertanópolis,PR,municipio
siqueira campos,PR,Siqueira Campos,PR,municipio
socavao,PR,Castro,PR,distrito
sulina,PR,Sulina,PR,municipio
são camilo,PR,Palotina,PR,distrito
são carlos do ivaí,PR,São Carlos do Ivaí,PR,municipio
são jerônimo da serra,PR,São Jerônimo da Serra,PR,municipio
são jorge d'oeste,PR,São Jorge d'Oeste,PR,municipio
são jorge do ivaí,PR,São Jorge do Ivaí,PR,municipio
são jorge do patrocínio,PR,São Jorge do Patrocínio,PR,municipio
são josé da boa vista,PR,São José da Boa Vista,PR,municipio
são josé das palmeiras,PR,São José das Palmeiras,PR,municipio
são josé dos pinhais,PR,São José dos Pinhais,PR,municipio
